source ID;source name;source type;mapping type;target ID;target name;target type;mapping description
S0550;DoubleAgent;software;uses;T1400;Modify System Partition;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has used exploits to root devices and install additional malware on the `/system` partition.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1406;Obfuscated Files or Information;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has used an AES encrypted file in the assets folder with an unsuspecting name (e.g. ‘GoogleMusic.png’) for holding configuration and C2 information.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1437;Standard Application Layer Protocol;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has used both FTP and TCP sockets for data exfiltration.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1508;Suppress Application Icon;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has hidden its app icon.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1426;System Information Discovery;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has accessed common system information.(Citation: Lookout Uyghur Campaign)
S0300;DressCode;software;uses;T1428;Exploit Enterprise Resources;technique;"[DressCode](https://attack.mitre.org/software/S0300) sets up a ""general purpose tunnel"" that can be used by an adversary to compromise enterprise networks that the mobile device is connected to.(Citation: TrendMicro-DressCode)"
S0320;DroidJack;software;uses;T1433;Access Call Log;technique;[DroidJack](https://attack.mitre.org/software/S0320) captures call data.(Citation: Zscaler-SuperMarioRun)
S0320;DroidJack;software;uses;T1429;Capture Audio;technique;[DroidJack](https://attack.mitre.org/software/S0320) is capable of recording device phone calls.(Citation: Zscaler-SuperMarioRun)
S0320;DroidJack;software;uses;T1512;Capture Camera;technique;[DroidJack](https://attack.mitre.org/software/S0320) can capture video using device cameras.(Citation: Zscaler-SuperMarioRun)
S0320;DroidJack;software;uses;T1412;Capture SMS Messages;technique;[DroidJack](https://attack.mitre.org/software/S0320) captures SMS data.(Citation: Zscaler-SuperMarioRun)
S0320;DroidJack;software;uses;T1444;Masquerade as Legitimate Application;technique;[DroidJack](https://attack.mitre.org/software/S0320) included code from the legitimate Pokemon GO app in order to appear identical to the user, but it also included additional malicious code.(Citation: Proofpoint-Droidjack)
S0315;DualToy;software;uses;T1458;Exploit via Charging Station or PC;technique;[DualToy](https://attack.mitre.org/software/S0315) side loads malicious or risky apps to both Android and iOS devices via a USB connection.(Citation: PaloAlto-DualToy)
S0315;DualToy;software;uses;T1422;System Network Configuration Discovery;technique;[DualToy](https://attack.mitre.org/software/S0315) collects the connected iOS device’s information including IMEI, IMSI, ICCID, serial number and phone number.(Citation: PaloAlto-DualToy)
S0420;Dvmap;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[Dvmap](https://attack.mitre.org/software/S0420) was delivered via the Google Play Store. It evaded Google Play Store checks by uploading a clean application, and replacing it with a malicious version for a short period of time. This occurred at least 5 times in a one month period.(Citation: SecureList DVMap June 2017)
S0420;Dvmap;software;uses;T1407;Download New Code at Runtime;technique;[Dvmap](https://attack.mitre.org/software/S0420) can download code and binaries from the C2 server to execute on the device as root.(Citation: SecureList DVMap June 2017)
S0420;Dvmap;software;uses;T1404;Exploit OS Vulnerability;technique;[Dvmap](https://attack.mitre.org/software/S0420) attempts to gain root access by using local exploits.(Citation: SecureList DVMap June 2017)
S0420;Dvmap;software;uses;T1478;Install Insecure or Malicious Configuration;technique;[Dvmap](https://attack.mitre.org/software/S0420) can enable installation of apps from unknown sources, turn off `VerifyApps`, and can grant Device Administrator permissions via commands only, rather than using the UI.(Citation: SecureList DVMap June 2017)
S0420;Dvmap;software;uses;T1400;Modify System Partition;technique;[Dvmap](https://attack.mitre.org/software/S0420) replaces `/system/bin/ip` with a malicious version. [Dvmap](https://attack.mitre.org/software/S0420) can inject code by patching `libdmv.so` or `libandroid_runtime.so`, depending on the Android OS version. Both libraries are related to the Dalvik and ART runtime environments. The patched functions can only call `/system/bin/ip`, which was replaced with the malicious version.(Citation: SecureList DVMap June 2017)
S0420;Dvmap;software;uses;T1406;Obfuscated Files or Information;technique;[Dvmap](https://attack.mitre.org/software/S0420) decrypts executables from archive files stored in the `assets` directory of the installation binary.(Citation: SecureList DVMap June 2017)
S0420;Dvmap;software;uses;T1426;System Information Discovery;technique;[Dvmap](https://attack.mitre.org/software/S0420) checks the Android version to determine which system library to patch.(Citation: SecureList DVMap June 2017)
S0478;EventBot;software;uses;T1418;Application Discovery;technique;[EventBot](https://attack.mitre.org/software/S0478) can collect a list of installed applications.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1402;Broadcast Receivers;technique;[EventBot](https://attack.mitre.org/software/S0478) registers for the `BOOT_COMPLETED` intent to auto-start after the device boots.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1412;Capture SMS Messages;technique;[EventBot](https://attack.mitre.org/software/S0478) can intercept SMS messages.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1407;Download New Code at Runtime;technique;[EventBot](https://attack.mitre.org/software/S0478) can download new libraries when instructed to.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1417;Input Capture;technique;[EventBot](https://attack.mitre.org/software/S0478) can abuse Android’s accessibility service to record the screen PIN.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1411;Input Prompt;technique;[EventBot](https://attack.mitre.org/software/S0478) can display popups over running applications.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1444;Masquerade as Legitimate Application;technique;[EventBot](https://attack.mitre.org/software/S0478) has used icons from popular applications.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1406;Obfuscated Files or Information;technique;[EventBot](https://attack.mitre.org/software/S0478) dynamically loads its malicious functionality at runtime from an RC4-encrypted TTF file. [EventBot](https://attack.mitre.org/software/S0478) also utilizes ProGuard to obfuscate the generated APK file.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1513;Screen Capture;technique;[EventBot](https://attack.mitre.org/software/S0478) can abuse Android’s accessibility service to capture data from installed applications.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1437;Standard Application Layer Protocol;technique;[EventBot](https://attack.mitre.org/software/S0478) communicates with the C2 using HTTP requests.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1521;Standard Cryptographic Protocol;technique;[EventBot](https://attack.mitre.org/software/S0478) has encrypted base64-encoded payload data using RC4 and Curve25519.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1426;System Information Discovery;technique;[EventBot](https://attack.mitre.org/software/S0478) can collect system information such as OS version, device vendor, and the type of screen lock that is active on the device.(Citation: Cybereason EventBot)
S0478;EventBot;software;uses;T1422;System Network Configuration Discovery;technique;[EventBot](https://attack.mitre.org/software/S0478) can gather device network information.(Citation: Cybereason EventBot) 
S0522;Exobot;software;uses;T1432;Access Contact List;technique;[Exobot](https://attack.mitre.org/software/S0522) can access the device’s contact list.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1418;Application Discovery;technique;[Exobot](https://attack.mitre.org/software/S0522) can obtain a list of installed applications and can detect if an antivirus application is running, and close it if it is.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1402;Broadcast Receivers;technique;[Exobot](https://attack.mitre.org/software/S0522) has registered to receive the `BOOT_COMPLETED` broadcast intent.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1412;Capture SMS Messages;technique;[Exobot](https://attack.mitre.org/software/S0522) can intercept SMS messages.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1476;Deliver Malicious App via Other Means;technique;[Exobot](https://attack.mitre.org/software/S0522) has been spread using direct download links.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1401;Device Administrator Permissions;technique;[Exobot](https://attack.mitre.org/software/S0522) can request device administrator permissions.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1446;Device Lockout;technique;[Exobot](https://attack.mitre.org/software/S0522) can lock the device with a password and permanently disable the screen.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1417;Input Capture;technique;[Exobot](https://attack.mitre.org/software/S0522) has used web injects to capture users’ credentials.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1411;Input Prompt;technique;[Exobot](https://attack.mitre.org/software/S0522) can show phishing popups when a targeted application is running.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1444;Masquerade as Legitimate Application;technique;[Exobot](https://attack.mitre.org/software/S0522) has used names like WhatsApp and Netflix.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1604;Proxy Through Victim;technique;[Exobot](https://attack.mitre.org/software/S0522) can open a SOCKS proxy connection through the compromised device.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1582;SMS Control;technique;[Exobot](https://attack.mitre.org/software/S0522) can forward SMS messages.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1437;Standard Application Layer Protocol;technique;[Exobot](https://attack.mitre.org/software/S0522) has used HTTPS for C2 communication.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1426;System Information Discovery;technique;[Exobot](https://attack.mitre.org/software/S0522) can obtain the device’s country and carrier name.(Citation: Threat Fabric Exobot)
S0522;Exobot;software;uses;T1422;System Network Configuration Discovery;technique;[Exobot](https://attack.mitre.org/software/S0522) can obtain the device’s IMEI, phone number, and IP address.(Citation: Threat Fabric Exobot) 
S0405;Exodus;software;uses;T1435;Access Calendar Entries;technique; [Exodus](https://attack.mitre.org/software/S0405) Two can exfiltrate calendar events.(Citation: SWB Exodus March 2019) 
S0405;Exodus;software;uses;T1433;Access Call Log;technique; [Exodus](https://attack.mitre.org/software/S0405) Two can exfiltrate the call log.(Citation: SWB Exodus March 2019) 
S0405;Exodus;software;uses;T1432;Access Contact List;technique; [Exodus](https://attack.mitre.org/software/S0405) Two can download the address book.(Citation: SWB Exodus March 2019) 
S0405;Exodus;software;uses;T1409;Access Stored Application Data;technique;[Exodus](https://attack.mitre.org/software/S0405) Two extracts information from Facebook, Facebook Messenger, Gmail, IMO, Skype, Telegram, Viber, WhatsApp, and WeChat.(Citation: SWB Exodus March 2019)
