Competency ID;Competency;KSA ID;KSA
C021;Incident Management;K0042;Knowledge of incident response and handling methodologies.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0145;Knowledge of security event correlation tools.
C024;Information Systems/Network Security;K0179;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C034;Operating Systems;K0060;Knowledge of operating systems.
C034;Operating Systems;K0077;Knowledge of server and client operating systems.
C034;Operating Systems;K0117;Knowledge of file system implementations (e.g., New Technology File System [NTFS], File Allocation Table [FAT], File Extension [EXT]).
C034;Operating Systems;S0067;Skill in identifying, modifying, and manipulating applicable system components within Windows, Unix, or Linux (e.g., passwords, user accounts, files).
C045;Software Development;K0186;Knowledge of debugging procedures and tools.
C046;Software Testing and Evaluation;S0132;Skill in conducting bit-level analysis.
C048;System Administration;K0078;Knowledge of server diagnostic tools and fault identification techniques.
C048;System Administration;K0167;Knowledge of system administration, network, and operating system hardening techniques.
C048;System Administration;K0224;Knowledge of system administration concepts for operating systems such as but not limited to Unix/Linux, IOS, Android, and Windows operating systems.
C048;System Administration;S0062;Skill in analyzing memory dumps to extract information.
C048;System Administration;S0073;Skill in using virtual machines. (e.g., Microsoft Hyper-V, VMWare vSphere, Citrix XenDesktop/Server, Amazon Elastic Compute Cloud, etc.).
C049;Systems Integration;K0347;Knowledge and understanding of operational design.
C055;Threat Analysis;K0183;Knowledge of reverse engineering concepts.
C055;Threat Analysis;K0188;Knowledge of malware analysis tools (e.g., Oily Debug, Ida Pro).
C055;Threat Analysis;K0189;Knowledge of malware with virtual machine detection (e.g. virtual aware malware, debugger aware malware, and unpacked malware that looks for VM-related strings in your computer’s display device).
C055;Threat Analysis;K0254;Knowledge of binary analysis.
C055;Threat Analysis;S0087;Skill in deep analysis of captured malicious code (e.g., malware forensics).
C055;Threat Analysis;S0088;Skill in using binary analysis tools (e.g., Hexedit, command code xxd, hexdump).
C055;Threat Analysis;S0131;Skill in analyzing malware.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C057;Vulnerabilities Assessment;K0070;Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code).
C057;Vulnerabilities Assessment;K0119;Knowledge of hacking methodologies.
C057;Vulnerabilities Assessment;K0187;Knowledge of file type abuse by adversaries for anomalous behavior.
C057;Vulnerabilities Assessment;K0301;Knowledge of packet-level analysis using appropriate tools (e.g., Wireshark, tcpdump).
C057;Vulnerabilities Assessment;K0624;Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
C057;Vulnerabilities Assessment;S0156;Skill in performing packet-level analysis.
C058;Web Technology;K0131;Knowledge of web mail collection, searching/analyzing techniques, tools, and cookies.
C002;Business Continuity;K0021;Knowledge of data backup and recovery.
C002;Business Continuity;S0032;Skill in developing, testing, and implementing network infrastructure contingency and recovery plans.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C030;Legal, Government, and Jurisprudence;K0123;Knowledge of legal governance related to admissibility (e.g. Rules of Evidence). 
C030;Legal, Government, and Jurisprudence;K0125;Knowledge of processes for collecting, packaging, transporting, and storing electronic evidence while maintaining chain of custody.
C030;Legal, Government, and Jurisprudence;K0155;Knowledge of electronic evidence law.
C030;Legal, Government, and Jurisprudence;K0156;Knowledge of legal rules of evidence and court procedure.
C030;Legal, Government, and Jurisprudence;K0168;Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C005;Computer Forensics;K0017;Knowledge of concepts and practices of processing digital forensic data.
C005;Computer Forensics;K0118;Knowledge of processes for seizing and preserving digital evidence.
C005;Computer Forensics;K0122;Knowledge of investigative implications of hardware, Operating Systems, and network technologies.
C005;Computer Forensics;K0128;Knowledge of types and collection of persistent data.
C005;Computer Forensics;K0132;Knowledge of which system files (e.g., log files, registry files, configuration files) contain relevant information and where to find those system files.
C005;Computer Forensics;K0133;Knowledge of types of digital forensics data and how to recognize them.
C005;Computer Forensics;K0134;Knowledge of deployable forensics.
C005;Computer Forensics;K0182;Knowledge of data carving tools and techniques (e.g., Foremost).
C005;Computer Forensics;K0184;Knowledge of anti-forensics tactics, techniques, and procedures.
C005;Computer Forensics;K0185;Knowledge of forensics lab design configuration and support applications (e.g., VMWare, Wireshark).
C005;Computer Forensics;S0047;Skill in preserving evidence integrity according to standard operating procedures or national standards.
